state	joint	prior	likelihood	rootHeight	age(root)	treeLength	tmrca(mink-true)	tmrca(mink-false)	age(mink-true)	age(mink-false)	constant.popSize	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	age(C_AA075371.1_2022)	age(C_AA075373.1_2022)	age(OQ175264.1_2016)	age(OQ175290.1_2018)	age(OQ175294.1_2020)	age(OQ175295.1_2020)	age(OQ175296.1_2020)	age(OQ175300.1_2010)	age(EF065510.1_2006)	age(NC_009020.1_2006)	age(KJ473820.1_2013)	age(MN611520.1_2018-03)	age(MZ328297.1_2016)	age(OQ175231.1_2017)	age(OQ175287.1_2016)	age(OQ175288.1_2017)	age(OQ175292.1_2019)	age(OQ175293.1_2020)	age(OQ175299.1_2020)	age(OQ175301.1_2019)	age(OQ715761.1_2017)	age(DQ648790.1_2005)	treeLikelihood	branchRates	coalescent
802200000	-3198.293186083981	-853.3813152749124	-2344.911870809068	466.82282919709615	1555.177170802904	4015.501223592841	22.86921694419862	1.2746455489318913	1999.1307830558014	2020.7253544510681	874.1153092633414	0.1222419447374613	2.534795099259676	0.7562067593106483	0.24995893458830604	1.7487918068187445	0.5880054552852295	0.2014890820058599	0.28856660698113634	0.13158506724148028	0.37835924377152946	0.254498050083641	0.001487792249081637	0.002190929698584031	8.876450562721656E-4	1.041645928744526	-0.10726477906621758	0.0	0.0	5.3450236456359885	3.2941594085723227	1.7806734144540588	1.472059207825208	1.4254016246107104	11.254401077738617	15.83532691354671	15.969026707091022	8.831941391967577	3.7961433444399937	5.785569766516295	4.6804813286312	5.390727452974815	4.9390858739223695	2.464975450399906	1.3892386509869743	1.026371068983408	2.0849096975173134	4.218507018213661	16.73965879645309	-2344.911870809068	-460.51701859880916	-387.98054484931976
802900000	-3173.874178782632	-841.2053272194255	-2332.6688515632068	272.16438896192324	1749.8356110380769	2862.6403524498282	22.14048681185296	0.13452502755733417	1999.859513188147	2021.8654749724426	657.9042166575275	0.1872376849227414	1.9238605783149265	0.5078129566532487	0.6912745020711103	2.390253744866652	0.29956053317139186	0.22031471877898912	0.22671621664539138	0.14679074260109493	0.40617832197453063	0.27699530616087753	0.0016375343908748969	0.0012847797212689378	0.0012423739925032764	0.7821792326310623	0.023917176565644082	0.0	0.0	5.068596912563406	3.5335751086994867	1.3822294699736188	1.444970583935786	1.2328756884760468	11.961626727701788	15.705887935435468	15.3909441849767	8.283920011202222	3.8016016245557314	5.6803115475009704	4.502132691959441	5.234588914738607	4.282288559086275	2.393837926700096	1.252304816759672	1.0445458851811953	2.851875495394062	4.366758105994622	16.29374280986904	-2332.6688515632068	-460.51701859880916	-376.426772454239
803600000	-3204.9595773665324	-856.3497497367578	-2348.6098276297744	516.4792814221535	1505.5207185778465	4533.772155855396	29.99155493530037	1.063507660582717	1992.0084450646996	2020.9364923394173	1150.1931082539602	0.09207514729513988	2.5032309063936746	0.8342714240486288	0.21628267995487463	2.0295345392403026	0.32460530306744656	0.16610131553727897	0.33184897197728025	0.13559843821579834	0.36645127426964763	0.3128223244903186	0.0012340275897335866	0.001659042965636376	7.722204287931006E-4	1.0542166827593344	0.062113550382283465	0.0	0.0	5.848902900261276	3.9463752733646422	1.9739768559124948	1.5690490869952725	1.555268759819127	11.678523670988048	15.668024041132028	15.768080941495569	8.835654296775866	3.806229606329852	5.322019242097933	4.363206154632821	5.78484719674465	4.703110169677639	2.1703898698793918	1.0284840696263533	1.5461256371192866	2.0186239519740385	4.754568136111562	16.97086272255277	-2348.6098276297744	-460.51701859880916	-389.9262245941088
804300000	-3183.2218685182415	-851.1866380665974	-2332.035230451644	267.44167555178217	1754.5583244482177	3236.0129896111607	24.96895048534367	0.20897375539909818	1997.0310495146564	2021.791026244601	725.9419032435753	0.17900385085028142	1.99284161396835	0.8308367890458687	0.2596149064580613	2.426123562252733	0.31157927742477376	0.19466191066394167	0.25892072937100186	0.17407195463667982	0.3723454053283832	0.228810828180661	0.001358687575539842	0.0012015339006505093	0.0011161163980917578	0.7174342549014981	-0.08343478362828063	0.0	0.0	5.498531979254127	3.4682998478084515	1.53346850326498	1.5901138783907705	1.7706650634551653	11.702213469099059	15.146211347115539	15.742314600571541	8.65647716962076	3.806423777582055	5.334498156174942	4.159394966831337	5.273438688027682	4.785153887010478	2.2692281861555497	1.1134062446724555	1.7874306465792618	2.200857127255447	4.339212438501705	16.320382192369635	-2332.035230451644	-460.51701859880916	-386.74999413233564
805000000	-3194.558474687009	-843.1859558844998	-2351.372518802509	223.22543361977185	1798.7745663802282	2957.4400905782054	26.94412968178874	6.001347954064717	1995.0558703182112	2015.9986520459354	746.9375326560768	0.2135770131079872	2.179896717937295	0.8174366856580818	0.48900162392422564	1.9750084169633166	0.3250795424091621	0.18214138911599126	0.29489506620968553	0.18214214840777412	0.3408213962665557	0.26429217226951407	0.0011827498560233335	0.0010810462773716372	9.319261492247358E-4	0.7721153684176654	-0.020522365529078383	0.0	0.0	5.193189031795195	3.576217540433778	1.9629891401094852	1.231075959186951	1.0147873486410024	11.41064411660187	15.088415976019087	15.949484431516316	8.583728908027695	3.7906884377433023	5.149389554610799	4.5845126988811105	5.330787722730589	4.046671443051714	2.854884898664986	1.5404755182577388	1.5720476665167564	2.1825124984591233	4.306537941550972	16.02059521999968	-2351.372518802509	-460.51701859880916	-378.77209310695804
805700000	-3166.646044083841	-832.8580795697142	-2333.7879645141265	187.57878373903006	1834.42121626097	2374.415535259708	21.51640884593838	0.031000864077580105	2000.4835911540615	2021.9689991359223	583.5528424546432	0.2606576455412771	2.4034500237188015	0.6366179480222527	0.3629273490104129	1.9619715857426445	0.3743754479646857	0.22551930804204495	0.2651262938208413	0.13183851166614646	0.37751588647097484	0.2396013107246166	0.001753785530836099	0.0013961473700059485	0.0014578187319899568	0.7345406378224306	-0.031233101738968573	0.0	0.0	5.165298463818672	3.000118018601077	1.3771643449394266	1.5143515291614646	1.9308846943350635	11.418867750554883	15.115212186654524	15.25987662520187	8.1196106804726	3.82344698396647	5.307229212276528	4.954264385682411	5.036020318125293	4.325559764585752	2.7318403705787695	1.061136954764756	1.816116862312808	2.5830644732336943	4.4955076340248725	16.451256994435862	-2333.7879645141265	-460.51701859880916	-368.15625477578726
806400000	-3164.528043336645	-817.0628159784894	-2347.465227358156	217.5221247166616	1804.4778752833383	2153.361154111079	13.659666393256755	3.442748539871915	2008.3403336067433	2018.557251460128	457.0702190039363	0.3000906789317802	1.2715221827821723	0.6870131350012244	0.5653683861392798	2.8845563506122387	0.2914492665333855	0.21335237403103396	0.21067856331815177	0.2032863124339648	0.37268275021685804	0.2610125105590306	0.002109589743401377	0.002421648844945719	0.001521042258959163	1.0818923725571372	-0.158073897625226	0.0	0.0	5.225294139558309	3.1353617952335413	1.8437289066778209	1.63638957746923	1.0227562183267556	11.61678456027081	15.35641373401675	15.146462916514748	8.624374955561565	3.8006469264250953	5.793209184965877	4.039498035675535	5.207362757649983	4.992274518861304	2.189108998813664	1.1871696969212249	1.0759945380952771	2.6897008235009596	4.602211034030908	16.183571850365777	-2347.465227358156	-460.51701859880916	-351.4747494545413
807100000	-3175.2772247761777	-835.7466812303248	-2339.530543545853	123.30444509789487	1898.6955549021052	2108.2101801361723	24.93740995743746	0.6324772178664645	1997.0625900425625	2021.3675227821336	610.7134495851236	0.19121306354839018	2.19206571492881	0.7548287220098281	0.4869310262601602	2.050465052442977	0.32449642080991536	0.1976182239193037	0.29339624070029613	0.13998800780709597	0.36899752757331217	0.20525169584345307	0.0015403675372814014	9.105496197249356E-4	0.0013736546249350757	0.5808858396646375	0.009735799128075472	0.0	0.0	5.074532396712749	3.4643963088906427	1.9436887071762685	1.9589568532942812	1.7262878429683295	11.323131362052186	15.778526756944755	15.310608256607004	8.903722576116499	3.7905443216886465	5.886786129848255	4.778938989825757	5.400887876120595	4.048554824107398	2.179659939286757	1.24950706902382	1.7761467309783738	2.4053342321175184	4.714552774615368	16.418501458791646	-2339.530543545853	-460.51701859880916	-371.55059948687517
807800000	-3191.2734264312508	-847.876639080619	-2343.3967873506317	276.6630472291827	1745.3369527708173	3370.6339834130627	28.921655094499716	0.4329142956493892	1993.0783449055002	2021.5670857043506	776.6865175334398	0.14602624048305302	2.065717879575897	0.5522417270477511	0.7108681406932615	2.1937273293450126	0.33141868285510867	0.2202465039246436	0.2481652634228841	0.16014971812811868	0.3714385145243611	0.25350470276273046	0.0017571564274296025	0.0019707307454994005	0.0011480124605430617	1.0507011156634225	0.07538034921307112	0.0	0.0	5.770531727303812	3.754498599788811	1.32042389499881	1.9388479878851141	1.1409544582837738	11.335070773228175	15.448114564117997	15.143323769832957	8.11238340480313	3.815990618499204	5.999819057950001	4.943250309779944	5.636891708742091	4.941817596177896	2.334189904917234	1.6434236833720803	1.7451683147517651	2.415036190846002	4.709534543506129	16.362575876330116	-2343.3967873506317	-460.51701859880916	-382.26357033369544
808500000	-3161.3987040489747	-826.1187812209953	-2335.279922827979	244.59508860700305	1777.4049113929968	2235.2396496148126	12.347747584743358	0.9321147372159316	2009.6522524152567	2021.067885262784	462.6191988625731	0.17714705521689178	2.89618411788071	0.5619856182490823	0.5100574277276155	1.3836439589225673	0.47098182200321764	0.1767957339546655	0.29720098298260833	0.10374927878091286	0.42225400428182097	0.2796868137909551	0.0024197764163615626	0.0027638951376399304	0.0015781623755246645	1.0096089195928242	0.04071189015124368	0.0	0.0	5.913494842631072	3.1773000733094094	1.822497959255716	1.9295487827606355	1.2707064615475225	11.844176781628644	15.281869446639146	15.666834371993604	8.205354223094961	3.8076751815774497	5.467930917715807	4.357645195421323	5.942698839454548	4.777537018762842	2.2749160699354594	1.3274805632609326	1.9036210588034352	2.136626485366385	4.160353270911434	16.584492322799775	-2335.279922827979	-460.51701859880916	-358.9048038050905
809200000	-3209.8377695377103	-856.8653917257036	-2352.9723778120065	270.1049298037045	1751.8950701962954	3594.534375171886	33.65829613820238	9.623182194116549	1988.3417038617977	2012.3768178058835	807.4195547276103	0.3037674299884856	1.813039311687206	0.704323964484808	0.5529580005380866	2.197760149104627	0.42815114419686506	0.21155140825119087	0.24309647736366957	0.14250214962309135	0.40284996476205603	0.1956702944554697	9.254661245139581E-4	6.345390349722994E-4	8.57841293155863E-4	0.6863365319964742	-0.02546323774657382	0.0	0.0	5.874509311736366	3.9376490198124703	1.328631967810605	1.881442152064975	1.8729351552386744	11.353969365240106	15.701695694022618	15.041100790436232	8.245198388638666	3.7817564209637786	5.5146977262614945	4.986757057874282	5.462550830681016	4.324447330469057	2.91370013104157	1.1771418538313998	1.5243377031965795	2.32593543044291	4.701942874931764	16.36083307317581	-2352.9723778120065	-460.51701859880916	-392.363963932119
809900000	-3191.5562674897756	-832.9379948411922	-2358.618272648583	269.89964640909477	1752.1003535909053	2557.689986813228	22.51468529161158	0.35333831586685954	1999.4853147083884	2021.646661684133	460.56666718646045	0.28212435014244647	1.853045358964994	0.627880956522712	0.6461243626591654	2.3211262329581994	0.26969873875255973	0.23416726472922514	0.2531998284431833	0.1381562976581998	0.37447660916939873	0.28230354162623117	0.0019057520401541193	0.002278411932991943	0.0012154134730800181	0.805163858585333	0.0664211532340367	0.0	0.0	5.1199747238138436	3.467473601367443	1.0780750531679413	1.1323717332217265	1.3749981831155278	11.204184695109012	15.097883985553883	15.591248579678014	8.52180673173022	3.807397214842916	5.910656571846355	4.020058547008968	5.094982048856306	4.882218512403835	2.278296380606939	1.077185853713305	1.8143767411126657	2.5616024577924366	4.015477642397712	16.631144217061085	-2358.618272648583	-460.51701859880916	-368.117839189694
810600000	-3208.5032222371315	-849.3308237779305	-2359.172398459201	236.22770751273364	1785.7722924872664	3278.871383043243	14.474690343804646	0.22986454612260046	2007.5253096561953	2021.7701354538774	731.2518758086028	0.2522512363633745	2.0888168932890627	0.5068221659600857	0.7177165436382108	2.197656845147238	0.23673631560210795	0.20597232147058445	0.2479124208578718	0.18833040887172772	0.35778484879982364	0.2964115974241763	0.0012842170184280187	7.340309237073336E-4	0.0011928343615353189	0.6022634759316579	-0.17869052031889796	0.0	0.0	5.926102279598752	3.035136858529904	1.6104007594287202	1.5755913445544305	1.9590818839559192	11.407446405346821	15.167370783754716	15.662066869775975	8.720605597893147	3.8320918681425664	5.706935735462828	4.468449312636984	5.830830087199849	4.720089129207653	2.081339686433149	1.2439975161155568	1.2010628916835557	2.267399604747581	4.247820684619389	16.542109002427758	-2359.172398459201	-460.51701859880916	-384.83161566945387
811300000	-3208.940630414794	-843.1049198003585	-2365.835710614436	204.4712183593581	1817.528781640642	2780.4690949616265	39.445871595836	1.9960078481812042	1982.554128404164	2020.0039921518187	673.1315475136811	0.17324310303074603	2.1533381851708144	0.7061048435582207	0.5245473684679333	2.0058867970855156	0.43687970268684856	0.19697778052005036	0.28915610377173956	0.13316414219289005	0.38070197351532786	0.23238285750461987	0.001314884239763873	7.236524033634684E-4	0.001115818191821463	0.5650264115358165	0.18789442998446937	0.0	0.0	5.067229838430208	3.542599606273729	1.708306146829742	1.9377129861638598	1.6127043137957842	11.445524244428684	15.269231280299632	15.557985199877573	8.569171800900692	3.82449094813198	5.0160949951094285	4.624242058721848	5.672168033095922	4.065440174898215	2.278965610187423	1.0900417482846088	1.7547007426009285	2.392639484660583	4.626336344668944	16.180782680738645	-2365.835710614436	-460.51701859880916	-378.9631793112287
812000000	-3189.017433945001	-837.2358446472081	-2351.781589297793	190.38132131113014	1831.6186786888697	2447.672915371336	25.778175891123574	6.119920600755909	1996.2218241088765	2015.880079399244	680.3182725020796	0.32187622741911887	1.597318640310375	0.762088779571209	0.6097193379445958	2.3888231315576696	0.32017388319711376	0.18300614551363167	0.24009955625950133	0.17024638630350417	0.40664791192337085	0.27436389299266756	0.0014623801554181906	9.436715694631052E-4	0.0012905176992831552	0.5979343993404734	0.0430758235296659	0.0	0.0	5.144343931483181	3.2798828873858206	1.0502450954165123	1.356359704965544	1.493412247385428	11.864789930416238	15.012853099427579	15.474898254267089	8.188108544879125	3.82673062819513	5.741919506422059	4.552634118974744	5.132442838436642	4.82601973969174	2.266216124083049	1.292447243072991	1.4389348691077717	2.7111236334352005	4.676716908958659	16.570988171223128	-2351.781589297793	-460.51701859880916	-372.74760268811696
812700000	-3177.2626867341933	-828.8406866900816	-2348.4220000441114	204.41967225284952	1817.5803277471505	2222.5995357954594	14.379036566736174	2.0408673910848245	2007.6209634332638	2019.959132608915	617.5517609790352	0.1216098315141958	2.301771132289765	0.6492734963954682	0.2959530496588509	1.9699338080187043	0.6614586821231011	0.23299758584787703	0.26039394088417533	0.15544932815525347	0.3511591451127022	0.23029772694202133	0.002120282267732707	0.002117033230547301	0.0015577693594225454	0.8356723596448753	0.21482624427825806	0.0	0.0	5.8228714995984445	3.8143397546668947	1.4400377462919387	1.8965441485835495	1.3437700049623873	11.276582745911213	15.341120971950478	15.836769812971756	8.490005143910462	3.8109112521739705	5.575287342444016	4.876818631156881	5.9482889603848825	4.368333610772957	2.136217572234769	1.7376522171547644	1.719433052774325	2.128857431471103	4.845527075446301	16.03938805422142	-2348.4220000441114	-460.51701859880916	-362.63497229584885
813400000	-3210.124910335365	-865.4485420932447	-2344.67636824212	256.2541859663685	1765.7458140336316	3953.80477796816	39.39256862214811	0.6503467759948929	1982.607431377852	2021.3496532240051	1148.6081613521553	0.1507328080761517	2.0821089281022105	0.5597749226537383	0.4745198183282542	2.2642949200920417	0.4685686027476901	0.22614684756102543	0.23460122435617342	0.15332997109037722	0.38592195699243237	0.253427787963981	0.0012398219946054673	9.534957759590832E-4	8.826411003395895E-4	0.6145052363455709	0.04718709730190116	0.0	0.0	5.196900412680765	3.7566302499117716	1.8237101042464625	1.0625423602842017	1.7388351366326682	11.687746587450627	15.460941945036158	15.727962785510494	8.123674193854436	3.8280375505781565	5.6603869458084555	4.8765697197689	5.8457140070896845	4.807972949149848	2.3398288928563526	1.0165885283078833	1.9948748308444089	2.9952754543437896	4.9500367208889235	16.06623526259388	-2344.67636824212	-460.51701859880916	-399.14758519610945
814100000	-3196.8832240572583	-840.6237455625171	-2356.2594784947414	148.75941098067963	1873.2405890193204	2361.2428601747692	29.493217508607422	0.8127829014460048	1992.5067824913926	2021.187217098554	744.5451493579094	0.23668010464976008	2.4077438758340746	0.6362461818548935	0.5397073334514984	1.8323117545593712	0.34731074965048936	0.19001556206961975	0.3150616363464977	0.12968300716981962	0.365239794414071	0.20925930788244776	0.0017730133278855982	0.001440907383704556	0.001375634299150539	0.7182696284594418	-0.2487173323756933	0.0	0.0	5.412015048612448	3.4418716441898902	1.0126582355985192	1.0316456056488874	1.9645794859916588	11.168368423238311	15.200984548990856	15.721740316898453	8.753571800155024	3.773635962948667	5.7312794321745395	4.18291913827564	5.434569748918687	4.834998795833391	2.983382498763056	1.1575218924037758	1.966269836611199	2.602730838559202	4.844104386255402	16.292981539532303	-2356.2594784947414	-460.51701859880916	-375.2016566509179
