state	joint	prior	likelihood	rootHeight	age(root)	treeLength	tmrca(mink-true)	tmrca(mink-false)	age(mink-true)	age(mink-false)	constant.popSize	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	age(C_AA075371.1_2022)	age(C_AA075373.1_2022)	age(C_AA085193.1_2022)	age(C_AA085190.1_2022)	age(C_AA085191.1_2022)	age(C_AA085194.1_2014)	age(MN611520.1_2018-03)	age(OQ175231.1_2017)	age(OQ175264.1_2016)	age(OQ175288.1_2017)	age(OQ175290.1_2018)	age(OQ175292.1_2019)	age(OQ175293.1_2020)	age(OQ175294.1_2020)	age(OQ175295.1_2020)	age(OQ175296.1_2020)	age(OQ175297.1_2020)	age(OQ175298.1_2020)	age(OQ175299.1_2020)	age(OQ175300.1_2010)	age(OQ175301.1_2019)	age(OQ715761.1_2017)	age(EF065510.1_2006)	age(NC_009020.1_2006)	age(KJ473820.1_2013)	age(MZ328297.1_2016)	age(OQ175287.1_2016)	age(OQ175289.1_2017)	treeLikelihood	branchRates	coalescent
700000	-6576.039929347207	-737.6761628126533	-5838.363766534554	302.2291164236738	1719.7708835763262	3727.5414527808953	40.32520704171958	1.225638130878529	1981.6747929582805	1981.6747929582805	772.0027980663388	0.6170551967331196	1.518697065411204	0.5496181839472313	0.6484090445583472	2.277668199154463	0.3885523101956328	0.23364728207823657	0.22559818517663052	0.16522484546478197	0.375529687280351	0.33414772295556433	0.0015535998526040396	0.002950416631207696	0.0016020570028753617	1.4965509325269468	0.0063586528401365725	0.0	0.0	0.0	0.0	0.0	7.8528150897871125	3.787809742774812	4.45305283559735	5.368398064852588	4.30305747993424	3.554290643001644	2.845681734633641	1.6224823587068422	1.1398299248389223	1.2698812552765117	1.8079970080548582	1.461071490947215	1.310809253271248	1.9153407695322082	11.175197922807296	2.662213529594637	4.121486952458243	15.446409743360018	15.577806663886959	8.86091314601855	5.319369899332471	5.288919193884368	4.065209590501484	-5838.363766534554	-394.0056396740822	-338.96569781325684
1400000	-6562.014271389212	-732.788172333261	-5829.226099055951	375.5176654357994	1646.4823345642005	3662.0943740479997	18.892439197333058	0.13273101762398415	2003.107560802667	2003.107560802667	819.3372363366942	0.6997420953832674	1.6601974507686705	0.5207928860979917	0.3961669206423996	2.3603435399379653	0.36275710716969695	0.22899053771722563	0.2262188806315309	0.16082528279716685	0.38396529885407676	0.33634172285650427	0.001726113531532997	0.0024621375355880497	0.0018078352063021048	1.2336964905602559	-0.0010176670925859585	0.0	0.0	0.0	0.0	0.0	7.77898720777704	3.8151872783792715	4.6861142759753704	5.9452239349975295	4.590425033406968	3.2157416918762167	2.6013721594269126	1.245671691671306	1.4781532333905365	1.6233943067696601	1.7902162944074003	1.5090963996984068	1.8447575826439169	1.3896648289087703	11.063975332082123	2.1509120664075176	4.9262155667028305	15.036843002041767	15.918675058698891	8.55343564591918	5.571880162069217	5.013592520981159	4.186864140909633	-5829.226099055951	-394.0056396740822	-333.4121792558794
2100000	-6548.331293080148	-721.6278437852357	-5826.7034492949115	390.4442958293187	1631.5557041706813	3127.721471989217	28.412448471805895	2.3151410590295627	1993.5875515281941	1993.5875515281941	694.5019161061705	0.6446250002346814	1.467071111975464	0.6839705764407921	0.5771585675187367	2.292439291650377	0.3347354521799291	0.23747949271826616	0.22109447815496286	0.16890778197586342	0.3725182471509064	0.362428523374661	0.0016318799448876516	0.0016455549350962544	0.002238723616089968	1.0700596448076753	0.011704231169522005	0.0	0.0	0.0	0.0	0.0	7.6872982120568905	3.8271958263649317	4.999232889529122	5.995012854014311	4.045009257100596	3.732592225313769	2.9381547799926184	1.1653665198635188	1.2326764784435402	1.16893131544116	1.0648251469239574	1.3030873924078357	1.202081140054645	1.5427851263885772	11.475612413956815	2.293606474433604	4.445681886323895	15.078017876229797	15.256906213069708	8.496950958378248	5.391400363404955	5.284292652897332	4.071648548675133	-5826.7034492949115	-394.0056396740822	-323.0371759439017
2800000	-6564.181847092193	-731.947958443015	-5832.233888649178	477.3752316507686	1544.6247683492313	3823.358991582069	31.397948224119443	3.5095766928022463	1990.6020517758805	1990.6020517758805	654.7383007012304	0.5986576098555669	1.2384257346243819	0.4553227239087324	0.5158934358495043	2.7908878865551046	0.4008126092066909	0.27011479786148435	0.20147461179317416	0.1657423238729663	0.3626682664723752	0.3735807792151162	0.00121255460071206	0.0010260685132814115	0.001577746906247559	0.8240291535124098	0.10237430990066505	0.0	0.0	0.0	0.0	0.0	7.00566976696809	3.8199749877119515	4.519402777923598	5.721488079145226	4.491631084086247	3.9530291805069004	2.459485885229485	1.9504931842169357	1.8154442925788499	1.2822436917464897	1.4510791918031574	1.7390161588920714	1.5049884674307645	1.0258855646056801	11.48369331665791	2.8166854934469354	4.205211712521433	15.136594288978962	15.175461513038996	8.372684365897676	5.0638461619116635	5.538403128672347	4.496042340567012	-5832.233888649178	-394.0056396740822	-334.22514265179075
3500000	-6562.829060832401	-724.1257479830385	-5838.703312849363	491.0942960990209	1530.905703900979	3370.708544804974	38.820759304950094	2.1711075377216806	1983.1792406950499	1983.1792406950499	531.4751845926212	0.8293377969428296	1.1121559970612358	0.49951107936929157	0.5328033101988012	2.777293993990451	0.24889782243736347	0.272952533710337	0.1971405414618182	0.18760355665772763	0.3423033681701171	0.33304358255970823	0.001388480896797849	0.0010718989991553357	0.001850501165514904	0.7137958080368477	-0.07926206648122933	0.0	0.0	0.0	0.0	0.0	7.59110294388326	3.820339006353476	4.924259154524364	5.597571177898866	4.548946216211947	3.396141142392573	2.2901518886978676	1.7142408864175698	1.3995339201546888	1.6564785216893034	1.5164769980276573	1.1767839067356503	1.9464454991127575	1.5099570095319492	11.37606884891672	2.9165217327194366	4.033325410990173	15.910286634644393	15.929051281852155	8.24187126240383	5.179122562264152	5.164653247040899	4.04861598555424	-5838.703312849363	-394.0056396740822	-326.7979675448565
4200000	-6579.530476931155	-758.7440778180783	-5820.786399113077	995.8701936153524	1026.1298063846475	7341.0577950530305	64.38540184862548	14.155847553562937	1957.6145981513746	1957.6145981513746	1169.585217528973	0.5430360443425487	1.517346559081621	0.5541618379270105	0.5143434721865163	2.5218854720355166	0.34922661442676733	0.2714050796455365	0.2134046454719694	0.17168407686707868	0.34350619801541477	0.3519430890937537	8.734329562805507E-4	6.579456283381057E-4	0.0010082585097301202	0.7362598433260735	-0.10915338460715372	0.0	0.0	0.0	0.0	0.0	7.435634569451995	3.829847021226959	4.35303553974468	5.945694379059436	4.05603211122213	3.492865156373224	2.429742523917559	1.216791468478017	1.253707627034843	1.6885709457088582	1.3443883958242253	1.1815515805496972	1.5865792435049828	1.380071491547246	11.48517868143325	2.8053812299929186	4.906908722341849	15.615740988587621	15.325972318138849	8.979314457763495	5.9880668529471155	5.059057401699541	4.8820975530979185	-5820.786399113077	-394.0056396740822	-358.7468480191531
4900000	-6562.702539249295	-738.028173560233	-5824.674365689062	586.7545695909496	1435.2454304090504	4441.73071908571	58.74149442144084	2.332353286193008	1963.2585055785592	1963.2585055785592	902.4593020242087	0.7196205153729729	1.569023996523895	0.6542774392110174	0.44665108159120415	2.2922987228221414	0.3181282444787503	0.23041249566389052	0.21708028438794127	0.18711625194537912	0.3653909680027896	0.4199692305853725	0.0012077867413081188	8.22053324420649E-4	0.0014442696548670894	0.7457950166071734	-0.07262495733631284	0.0	0.0	0.0	0.0	0.0	7.107051577401325	3.7838351038637033	4.437732302026285	5.358094687543637	4.660741781809322	3.553228355823805	2.7434358278223767	1.3823963715204288	1.5810209674105433	1.6647379414345815	1.5822105576486796	1.8244333859545043	1.6085710943983071	1.2927573691446475	11.751067690000216	2.10035771827053	4.951200889034733	15.307930985353192	15.482658462410894	8.42255365419937	5.758769776104615	5.470223741288544	4.58521867093225	-5824.674365689062	-394.0056396740822	-339.0688334457443
5600000	-6579.269935915557	-740.8439553859831	-5838.425980529573	2127.1383719088203	-105.13837190882032	7386.02643182425	53.58033274396754	0.05721759847797159	1968.4196672560324	1968.4196672560324	811.8816983235171	0.5560065422700672	1.1922084704251195	0.5231124724510348	0.46060675317964883	2.970858090245148	0.2972076714289626	0.2625276732381171	0.2062659673344271	0.18258550198226345	0.34862085744519367	0.32334345934024483	0.001055398584480147	4.768262440065445E-4	9.24563316759121E-4	0.4046240895114967	0.04961557004295873	0.0	0.0	0.0	0.0	0.0	7.676951494552968	3.8181061784506207	4.82294160394006	5.099069365216604	4.654265820006694	3.378672534863683	2.48961098829614	1.5879396963440262	1.8262309632030629	1.699003563226007	1.2143271333717558	1.8473721758106	1.8147471970685949	1.7451133333022637	11.670036931643438	2.6450495976203454	4.378202514934461	15.472842056686812	15.624231698805762	8.081858676314747	5.050322578035124	5.466966913756171	4.462619878061436	-5838.425980529573	-394.0056396740822	-342.5831382911554
6300000	-6580.741761927272	-755.130198028023	-5825.611563899249	2205.7651537726656	-183.7651537726656	8550.176675022882	96.99603132121288	0.4441197251464834	1925.003968678787	1925.003968678787	1351.6406832525427	0.6585356744554052	1.3114859834043078	0.5175623073337425	0.6388301164214303	2.5777872568944513	0.29579866149064266	0.26303347988211745	0.20471100249125623	0.1820912046339624	0.35016431299266537	0.3488972464787594	8.08024856096169E-4	5.820966197390627E-4	7.434485333583467E-4	0.62038333559712	-0.29143379403209513	0.0	0.0	0.0	0.0	0.0	7.751444935305151	3.792761708125888	4.313919839912287	5.302010366718922	4.001758031565339	3.0674675963171354	2.089979361764581	1.0496106293422187	1.3517844530560752	1.4874229801940881	1.4007017951058842	1.4523802886410517	1.9854120646863045	1.9337273556852412	11.003221004940302	2.8014848271996637	4.9141138326801945	15.6986770609756	15.315704087936785	8.194771565527628	5.411024270807526	5.649671598881972	4.758151931320544	-5825.611563899249	-394.0056396740822	-354.2951385718025
7000000	-6592.020771323719	-764.9950233634972	-5827.025747960221	4089.1130338267353	-2067.1130338267353	13285.61291307221	91.42308717205077	1.2306079433030552	1930.5769128279492	1930.5769128279492	1219.1196472609013	0.6493932323098748	1.454896041934219	0.5119597073816489	0.44354450741012896	2.557968651377966	0.3822378595861416	0.2375737813411025	0.2118308985009103	0.16581103365275487	0.38478428650523394	0.3428410010759833	7.416960342520194E-4	3.6816064004628423E-4	5.207489714133716E-4	0.4541789264944879	0.030270339440845073	0.0	0.0	0.0	0.0	0.0	7.772100013808904	3.808879828489079	4.039849246204937	5.394099464759179	4.482270616732331	3.272889869984378	2.8827464483377208	1.5115346086803327	1.369775650162588	1.574225156603871	1.1607705657933303	1.2819481346294364	1.2561504787942162	1.5974349008641529	11.072469902047011	2.6406549617036816	4.042730069419288	15.441077762320225	15.113642912160445	8.652630329276974	5.543866296142596	5.092824696261929	4.101459091716979	-5827.025747960221	-394.0056396740822	-364.6939374243304
